;2;4;8;16;32;64;128;256;
N1*10^5;0,649306;0,841436;8,242847;25,429633;63,941778;174,426291;563,833257;1968,32156;
N1*10^6;27,622519;61,460479;119,66587;334,189812;977,888228;2931,034052;9086,032299;31821,44568;
N1*10^5(MPI);0,958749;2,016246;6,796463;10,834289;32,318613;78,955931;234,582927;738,821443;
N1*10^6(MPI);83,96333;193,972952;89;205,597967;400,828788;987,001932;1693,392011;2876,664301;
;;;;;;;;;
